source_file,video_id,possession_id,home_team,away_team,event_id,event_label,player,raw_result,caption,raw_start_sec,raw_end_sec,raw_duration_sec,effective_start_sec,effective_end_sec,effective_duration_sec,is_shot,shot_type,shot_outcome
104_away_team(white)_attack_foul.json,20221107_GSW_SAC,poss_104_away_team(white)_attack_foul,GSW,SAC,ev_4,HandOff,Domantas Sabonis,success,Domantas Sabonis hands off the ball.,7.1,7.3,0.2,7.1,7.3,0.2,0,,
104_away_team(white)_attack_foul.json,20221107_GSW_SAC,poss_104_away_team(white)_attack_foul,GSW,SAC,ev_5,Dribble,Malik Monk,success,Malik Monk dribbles the ball.,7.3,8.2,0.9,7.3,8.2,0.9,0,,
104_away_team(white)_attack_foul.json,20221107_GSW_SAC,poss_104_away_team(white)_attack_foul,GSW,SAC,ev_6,PassBall,Malik Monk,success,Malik Monk makes a pass.,8.2,9.0,0.8,8.2,9.0,0.8,0,,
104_away_team(white)_attack_foul.json,20221107_GSW_SAC,poss_104_away_team(white)_attack_foul,GSW,SAC,ev_7,Layup,Domantas Sabonis,fouled,Domantas Sabonis is fouled on a layup attempt.,9.0,11.3,2.3,9.0,9.3,0.3,1,Layup,FOUL
104_away_team(white)_attack_foul.json,20221107_GSW_SAC,poss_104_away_team(white)_attack_foul,GSW,SAC,ev_8,Block,Draymond Green,fouled,Draymond Green is called for a foul on a block attempt.,9.3,11.3,2.0,9.3,11.3,2.0,0,,
105_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_105_home_team(blue)_attack_failed,GSW,SAC,ev_1,Dribble,Stephen Curry,success,Stephen Curry dribbles the ball.,0.0,2.4,2.4,0.0,2.4,2.4,0,,
105_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_105_home_team(blue)_attack_failed,GSW,SAC,ev_2,PassBall,Stephen Curry,success,Stephen Curry makes a pass.,2.4,3.3,0.9,2.4,3.3,0.9,0,,
105_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_105_home_team(blue)_attack_failed,GSW,SAC,ev_3,Dribble,Andrew Wiggins,success,Andrew Wiggins dribbles the ball.,3.3,4.3,1.0,3.3,4.3,1.0,0,,
105_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_105_home_team(blue)_attack_failed,GSW,SAC,ev_4,PassBall,Andrew Wiggins,success,Andrew Wiggins makes a pass.,4.3,5.2,0.9,4.3,5.2,0.9,0,,
105_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_105_home_team(blue)_attack_failed,GSW,SAC,ev_5,Hold,Klay Thompson,success,Klay Thompson holds the ball.,5.2,5.4,0.2,5.2,5.4,0.2,0,,
105_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_105_home_team(blue)_attack_failed,GSW,SAC,ev_6,3ptShot,Klay Thompson,missed,Klay Thompson misses 3-pt jump shot.,5.4,7.2,1.8,5.4,7.2,1.8,1,3ptShot,MISSED
105_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_105_home_team(blue)_attack_failed,GSW,SAC,ev_7,DefensiveRebound,Harrison Barnes,success,Harrison Barnes gets the defensive rebound.,7.2,8.0,0.8,7.2,8.0,0.8,0,,
106_away_team(white)_attack_befouled.json,20221107_GSW_SAC,poss_106_away_team(white)_attack_befouled,GSW,SAC,ev_1,Dribble,De'Aaron Fox,turnover,De'Aaron Fox turnover: lost ball.,0.0,4.5,4.5,0.0,4.5,4.5,0,,
106_away_team(white)_attack_befouled.json,20221107_GSW_SAC,poss_106_away_team(white)_attack_befouled,GSW,SAC,ev_2,Layup,Domantas Sabonis,fouled,Domantas Sabonis is fouled on a layup attempt.,4.5,7.5,3.0,4.5,6.1,1.6,1,Layup,FOUL
106_away_team(white)_attack_befouled.json,20221107_GSW_SAC,poss_106_away_team(white)_attack_befouled,GSW,SAC,ev_3,Steal,Andrew Wiggins,fouled,Andrew Wiggins is called for a foul on a steal attempt.,6.1,7.5,1.4,6.1,7.5,1.4,0,,
107_away_team(white)_freethrow_successed.json,20221107_GSW_SAC,poss_107_away_team(white)_freethrow_successed,GSW,SAC,ev_1,FreeThrow,Domantas Sabonis,made,Domantas Sabonis makes free throw.,9.0,10.3,1.3,9.0,10.3,1.3,1,FreeThrow,MADE
108_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_108_home_team(blue)_attack_failed,GSW,SAC,ev_1,Dribble,Stephen Curry,success,Stephen Curry dribbles the ball.,0.0,5.5,5.5,0.0,5.5,5.5,0,,
108_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_108_home_team(blue)_attack_failed,GSW,SAC,ev_2,PassBall,Stephen Curry,success,Stephen Curry makes a pass.,5.5,6.3,0.8,5.5,6.3,0.8,0,,
108_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_108_home_team(blue)_attack_failed,GSW,SAC,ev_3,Layup,Draymond Green,missed,Draymond Green misses layup.,6.3,8.4,2.1,6.3,8.5,2.2,1,Layup,MISSED
108_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_108_home_team(blue)_attack_failed,GSW,SAC,ev_4,DefensiveRebound,Domantas Sabonis,success,Domantas Sabonis gets the defensive rebound.,8.5,9.2,0.7,8.5,9.2,0.7,0,,
109_away_team(white)_attack_befouled.json,20221107_GSW_SAC,poss_109_away_team(white)_attack_befouled,GSW,SAC,ev_1,Dribble,De'Aaron Fox,success,De'Aaron Fox dribbles the ball.,0.0,1.3,1.3,0.0,1.4,1.4,0,,
109_away_team(white)_attack_befouled.json,20221107_GSW_SAC,poss_109_away_team(white)_attack_befouled,GSW,SAC,ev_2,3ptShot,De'Aaron Fox,fouled,De'Aaron Fox is fouled on a 3-pt shot attempt.,1.4,3.2,1.8,1.4,1.5,0.1,1,3ptShot,FOUL
109_away_team(white)_attack_befouled.json,20221107_GSW_SAC,poss_109_away_team(white)_attack_befouled,GSW,SAC,ev_3,Block,Klay Thompson,fouled,Klay Thompson is called for a foul on a block attempt.,1.5,3.2,1.7,1.5,3.2,1.7,0,,
10_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_10_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_1,JumpBall,Klay Thompson,right,Klay Thompson wins jump ball (taps to right).,0.0,1.1,1.1,0.0,1.1,1.1,0,,
10_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_10_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_2,PassBall,Draymond Green,success,Draymond Green makes a pass.,1.1,2.2,1.1,1.1,2.5,1.4,0,,
10_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_10_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_3,PassBall,Klay Thompson,success,Klay Thompson makes a pass.,2.5,3.4,0.9,2.5,3.4,0.9,0,,
10_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_10_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_4,Dribble,Stephen Curry,success,Stephen Curry dribbles the ball.,3.4,11.3,7.9,3.4,11.3,7.9,0,,
10_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_10_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_5,PassBall,Stephen Curry,success,Stephen Curry makes a pass.,11.3,12.3,1.0,11.3,12.4,1.1,0,,
10_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_10_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_6,2ptShot,Draymond Green,made,Draymond Green makes 2-pt jump shot.,12.4,14.1,1.7,12.4,14.1,1.7,1,2ptShot,MADE
110_away_team(white)_freethrow_successed.json,20221107_GSW_SAC,poss_110_away_team(white)_freethrow_successed,GSW,SAC,ev_1,FreeThrow,De'Aaron Fox,made,De'Aaron Fox makes free throw.,0.0,1.4,1.4,0.0,1.4,1.4,1,FreeThrow,MADE
111_away_team(white)_freethrow_successed.json,20221107_GSW_SAC,poss_111_away_team(white)_freethrow_successed,GSW,SAC,ev_1,FreeThrow,De'Aaron Fox,made,De'Aaron Fox makes free throw.,0.4,2.2,1.8,0.4,2.2,1.8,1,FreeThrow,MADE
112_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_112_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_1,Dribble,Draymond Green,success,Draymond Green dribbles the ball.,0.0,2.0,2.0,0.0,2.0,2.0,0,,
112_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_112_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_2,PassBall,Draymond Green,success,Draymond Green makes a pass.,2.0,2.5,0.5,2.0,2.5,0.5,0,,
112_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_112_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_3,Dribble,Stephen Curry,success,Stephen Curry dribbles the ball.,2.5,4.0,1.5,2.5,4.0,1.5,0,,
112_home_team(blue)_attack_successed_2pt.json,20221107_GSW_SAC,poss_112_home_team(blue)_attack_successed_2pt,GSW,SAC,ev_4,2ptShot,Stephen Curry,made,Stephen Curry makes 2-pt jump shot.,4.0,5.3,1.3,4.0,5.3,1.3,1,2ptShot,MADE
113_away_team(white)_attack_befouled.json,20221107_GSW_SAC,poss_113_away_team(white)_attack_befouled,GSW,SAC,ev_1,Dribble,De'Aaron Fox,success,De'Aaron Fox dribbles the ball.,0.0,4.5,4.5,0.0,5.2,5.2,0,,
113_away_team(white)_attack_befouled.json,20221107_GSW_SAC,poss_113_away_team(white)_attack_befouled,GSW,SAC,ev_2,2ptShot,De'Aaron Fox,fouled,De'Aaron Fox is fouled on a 2-pt shot attempt.,5.2,6.5,1.3,5.2,5.3,0.1,1,2ptShot,FOUL
113_away_team(white)_attack_befouled.json,20221107_GSW_SAC,poss_113_away_team(white)_attack_befouled,GSW,SAC,ev_3,Block,Moses Moody,fouled,Moses Moody is called for a foul on a block attempt.,5.3,6.5,1.2,5.3,6.5,1.2,0,,
114_away_team(white)_freethrow_successed.json,20221107_GSW_SAC,poss_114_away_team(white)_freethrow_successed,GSW,SAC,ev_1,FreeThrow,Malik Monk,made,Malik Monk makes free throw.,0.0,2.0,2.0,0.0,2.0,2.0,1,FreeThrow,MADE
115_away_team(white)_freethrow_successed.json,20221107_GSW_SAC,poss_115_away_team(white)_freethrow_successed,GSW,SAC,ev_1,FreeThrow,De'Aaron Fox,made,De'Aaron Fox makes free throw.,3.3,5.0,1.7,3.3,5.0,1.7,1,FreeThrow,MADE
116_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_116_home_team(blue)_attack_failed,GSW,SAC,ev_1,Dribble,Stephen Curry,success,Stephen Curry dribbles the ball.,0.0,2.0,2.0,0.0,2.0,2.0,0,,
116_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_116_home_team(blue)_attack_failed,GSW,SAC,ev_2,PassBall,Stephen Curry,success,Stephen Curry makes a pass.,2.0,2.5,0.5,2.0,3.2,1.2,0,,
116_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_116_home_team(blue)_attack_failed,GSW,SAC,ev_3,PassBall,Jordan Poole,success,Jordan Poole makes a pass.,3.2,4.0,0.8,3.2,4.3,1.1,0,,
116_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_116_home_team(blue)_attack_failed,GSW,SAC,ev_4,PassBall,Stephen Curry,success,Stephen Curry makes a pass.,4.3,5.1,0.8,4.3,5.4,1.1,0,,
116_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_116_home_team(blue)_attack_failed,GSW,SAC,ev_5,3ptShot,Jordan Poole,missed,Jordan Poole misses 3-pt jump shot.,5.4,7.3,1.9,5.4,7.3,1.9,1,3ptShot,MISSED
116_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_116_home_team(blue)_attack_failed,GSW,SAC,ev_6,DefensiveRebound,Harrison Barnes,success,Harrison Barnes gets the defensive rebound.,7.3,8.3,1.0,7.3,8.3,1.0,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_1,Dribble,Harrison Barnes,success,Harrison Barnes dribbles the ball.,0.0,1.3,1.3,0.0,1.3,1.3,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_2,PassBall,Harrison Barnes,success,Harrison Barnes makes a pass.,1.3,2.2,0.9,1.3,2.2,0.9,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_3,Dribble,Kevin Huerter,success,Kevin Huerter dribbles the ball.,2.2,5.3,3.1,2.2,5.3,3.1,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_4,PassBall,Kevin Huerter,success,Kevin Huerter makes a pass.,5.3,6.2,0.9,5.3,6.2,0.9,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_5,Dribble,Harrison Barnes,success,Harrison Barnes dribbles the ball.,6.2,9.0,2.8,6.2,9.2,3.0,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_6,PassBall,Harrison Barnes,success,Harrison Barnes makes a pass.,9.2,10.1,0.9,9.2,10.4,1.2,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_7,Dribble,Kevin Huerter,success,Kevin Huerter dribbles the ball.,10.4,12.3,1.9,10.4,12.3,1.9,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_8,PassBall,Kevin Huerter,success,Kevin Huerter makes a pass.,12.3,13.1,0.8,12.3,13.3,1.0,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_9,PassBall,De'Aaron Fox,success,De'Aaron Fox makes a pass.,13.3,14.3,1.0,13.3,14.3,1.0,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_10,Hold,Domantas Sabonis,success,Domantas Sabonis holds the ball.,14.3,16.4,2.1,14.3,16.4,2.1,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_11,Dribble,Domantas Sabonis,success,Domantas Sabonis dribbles the ball.,16.4,18.2,1.8,16.4,18.2,1.8,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_12,PassBall,Domantas Sabonis,success,Domantas Sabonis makes a pass.,18.2,19.0,0.8,18.2,19.0,0.8,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_13,Hold,De'Aaron Fox,success,De'Aaron Fox holds the ball.,19.0,19.4,0.4,19.0,19.5,0.5,0,,
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_14,3ptShot,De'Aaron Fox,missed,De'Aaron Fox misses 3-pt jump shot.,19.5,21.3,1.8,19.5,21.4,1.9,1,3ptShot,MISSED
117_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_117_away_team(white)_attack_failed,GSW,SAC,ev_15,DefensiveRebound,Stephen Curry,success,Stephen Curry gets the defensive rebound.,21.4,22.3,0.9,21.4,22.3,0.9,0,,
118_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_118_home_team(blue)_attack_failed,GSW,SAC,ev_1,Dribble,Stephen Curry,success,Stephen Curry dribbles the ball.,0.0,0.5,0.5,0.0,0.5,0.5,0,,
118_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_118_home_team(blue)_attack_failed,GSW,SAC,ev_2,PassBall,Stephen Curry,success,Stephen Curry makes a pass.,0.5,1.4,0.9,0.5,1.4,0.9,0,,
118_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_118_home_team(blue)_attack_failed,GSW,SAC,ev_3,Hold,Jordan Poole,success,Jordan Poole holds the ball.,1.4,3.2,1.8,1.4,3.2,1.8,0,,
118_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_118_home_team(blue)_attack_failed,GSW,SAC,ev_4,PassBall,Jordan Poole,success,Jordan Poole makes a pass.,3.2,4.0,0.8,3.2,4.0,0.8,0,,
118_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_118_home_team(blue)_attack_failed,GSW,SAC,ev_5,Hold,Andrew Wiggins,success,Andrew Wiggins holds the ball.,4.0,4.4,0.4,4.0,4.4,0.4,0,,
118_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_118_home_team(blue)_attack_failed,GSW,SAC,ev_6,Dribble,Andrew Wiggins,success,Andrew Wiggins dribbles the ball.,4.4,8.4,4.0,4.4,8.4,4.0,0,,
118_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_118_home_team(blue)_attack_failed,GSW,SAC,ev_7,2ptShot,Andrew Wiggins,missed,Andrew Wiggins misses 2-pt jump shot.,8.4,10.3,1.9,8.4,10.2,1.8,1,2ptShot,MISSED
118_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_118_home_team(blue)_attack_failed,GSW,SAC,ev_8,DefensiveRebound,Domantas Sabonis,success,Domantas Sabonis gets the defensive rebound.,10.2,11.0,0.8,10.2,11.0,0.8,0,,
119_away_team(white)_attack_successed_3pt.json,20221107_GSW_SAC,poss_119_away_team(white)_attack_successed_3pt,GSW,SAC,ev_1,Dribble,Domantas Sabonis,success,Domantas Sabonis dribbles the ball.,0.0,2.5,2.5,0.0,2.5,2.5,0,,
119_away_team(white)_attack_successed_3pt.json,20221107_GSW_SAC,poss_119_away_team(white)_attack_successed_3pt,GSW,SAC,ev_2,HandOff,Domantas Sabonis,success,Domantas Sabonis hands off the ball.,2.5,3.3,0.8,2.5,3.4,0.9,0,,
119_away_team(white)_attack_successed_3pt.json,20221107_GSW_SAC,poss_119_away_team(white)_attack_successed_3pt,GSW,SAC,ev_3,3ptShot,Kevin Huerter,made,Kevin Huerter makes 3-pt jump shot.,3.4,5.2,1.8,3.4,5.2,1.8,1,3ptShot,MADE
11_home_team(blue)_freethrow_failed.json,20221107_GSW_SAC,poss_11_home_team(blue)_freethrow_failed,GSW,SAC,ev_1,FreeThrow,Draymond Green,missed,Draymond Green misses free throw.,0.0,1.4,1.4,0.0,1.4,1.4,1,FreeThrow,MISSED
11_home_team(blue)_freethrow_failed.json,20221107_GSW_SAC,poss_11_home_team(blue)_freethrow_failed,GSW,SAC,ev_2,DefensiveRebound,Domantas Sabonis,success,Domantas Sabonis gets the defensive rebound.,1.4,2.2,0.8,1.4,2.2,0.8,0,,
120_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_120_home_team(blue)_attack_failed,GSW,SAC,ev_1,Dribble,Stephen Curry,success,Stephen Curry dribbles the ball.,0.0,14.2,14.2,0.0,14.4,14.4,0,,
120_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_120_home_team(blue)_attack_failed,GSW,SAC,ev_2,3ptShot,Stephen Curry,missed,Stephen Curry misses 3-pt jump shot.,14.4,16.4,2.0,14.4,17.0,2.6,1,3ptShot,MISSED
120_home_team(blue)_attack_failed.json,20221107_GSW_SAC,poss_120_home_team(blue)_attack_failed,GSW,SAC,ev_3,DefensiveRebound,Kevin Huerter,success,Kevin Huerter gets the defensive rebound.,17.0,17.4,0.4,17.0,17.4,0.4,0,,
121_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_121_away_team(white)_attack_failed,GSW,SAC,ev_1,Dribble,De'Aaron Fox,success,De'Aaron Fox dribbles the ball.,0.0,10.2,10.2,0.0,10.3,10.3,0,,
121_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_121_away_team(white)_attack_failed,GSW,SAC,ev_2,2ptShot,De'Aaron Fox,missed,De'Aaron Fox misses 2-pt jump shot.,10.3,12.3,2.0,10.3,12.4,2.1,1,2ptShot,MISSED
121_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_121_away_team(white)_attack_failed,GSW,SAC,ev_3,OffensiveRebound,Domantas Sabonis,success,Domantas Sabonis gets the offensive rebound.,12.4,13.1,0.7,12.4,13.1,0.7,0,,
121_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_121_away_team(white)_attack_failed,GSW,SAC,ev_4,Dribble,Domantas Sabonis,timeout,Domantas Sabonis dribbles and calls a timeout.,13.1,15.0,1.9,13.1,15.0,1.9,0,,
122_away_team(white)_attack_failed.json,20221107_GSW_SAC,poss_122_away_team(white)_attack_failed,GSW,SAC,ev_1,Dribble,De'Aaron Fox,success,De'Aaron Fox dribbles the ball.,0.0,5.2,5.2,0.0,5.2,5.2,0,,
